"","Row","Winding_numbers","CohortID","AnimalID","Time","Stage","Test","Treatment.x","Code","Apparatus","Date","Duration","Distance","Mean.speed","NE...time","NE...distance","NE...average.speed","NW...time","NW...distance","NW...average.speed","SE...time","SE...distance","SE...average.speed","SW...time","SW...distance","SW...average.speed","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","Diet.x","Genotype","Sex","QA","PumpGroup","NameGroup","Source","CIVM_ID","Treatment.y","OldBadeaID","Geno","Sex_other","IDStripped","TestDate","Age_Substracted","DOB","Weight","Perfusion","Age_Months","Age_Imaging","Age_Years","Age_Label","Specimens.ID","DWI","GRE","T1","T2","Notes","AgeExVivoMRI","Diet.y","Age_Handling","Unnamed..28","age","Age_inMonths"
"11","210614-10_Day3_T3_positions.csv",14.3788019688463,210614,"210614_10",3,"Day3",320,"E3HN_M","C","MWM_150","6/23/21",41.3,3.951,0.096,0,0,NA,10,1.004,0.1,12.8,0.815,0.063,14.4,2.094,0.145,3.913,37.2,0.9,0.125,0.139,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"12","210614-10_Day3_T4_positions.csv",4.53930738883996,210614,"210614_10",4,"Day3",351,"E3HN_M","C","MWM_150","6/23/21",6.9,0.18,0.026,0,0,NA,0,0,NA,0,0,NA,2.8,0.042,0.015,0.042,2.8,0,0,NA,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"13","210614-10_Day4_T1_positions.csv",13.5978684986216,210614,"210614_10",1,"Day4",382,"E3HN_M","C","MWM_150","6/24/21",32.1,3.529,0.11,0,0,NA,10,1.249,0.125,5.2,0.746,0.142,12.8,1.535,0.12,3.529,28,0.9,0.073,0.081,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"14","210614-10_Day4_T2_positions.csv",12.3792859998534,210614,"210614_10",2,"Day4",413,"E3HN_M","C","MWM_150","6/24/21",37,5.573,0.15,5.5,1.114,0.203,13.8,1.738,0.126,4.6,1.142,0.248,9.1,1.535,0.169,5.53,33,14,3.171,0.227,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"15","210614-10_Day4_T3_positions.csv",13.5731544210519,210614,"210614_10",3,"Day4",444,"E3HN_M","C","MWM_150","6/24/21",34.3,3.999,0.117,18.5,2.088,0.113,7.4,1.128,0.152,0,0,NA,4.3,0.703,0.162,3.919,30.3,3.1,0.416,0.133,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"16","210614-10_Day4_T4_positions.csv",4.30393752693838,210614,"210614_10",4,"Day4",475,"E3HN_M","C","MWM_150","6/24/21",12.1,1.182,0.098,0,0,NA,0,0,NA,0,0,NA,8,1.098,0.136,1.098,8,0,0,NA,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"17","210614-10_Day5_T1_positions.csv",1.5331263942518,210614,"210614_10",1,"Day5",506,"E3HN_M","C","MWM_150","6/25/21",5.3,0.816,0.155,0,0,NA,0,0,NA,0,0,NA,4.9,0.763,0.155,0.169,1.2,0.5,0,0,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"18","210614-10_Day5_T2_positions.csv",4.63835265365125,210614,"210614_10",2,"Day5",537,"E3HN_M","C","MWM_150","6/25/21",13.8,2.069,0.15,0,0,NA,2.1,0.212,0.101,8.2,1.098,0.134,3,0.635,0.209,1.449,9.7,0.6,0,0,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"19","210614-10_Day5_T3_positions.csv",3.29814171982605,210614,"210614_10",3,"Day5",568,"E3HN_M","C","MWM_150","6/25/21",12.4,2.312,0.187,1.5,0.217,0.142,5.5,1.018,0.186,0.6,0.092,0.162,4.5,0.943,0.209,1.56,8.3,2.3,0.198,0.085,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"20","210614-10_Day5_T4_positions.csv",7.26935330482504,210614,"210614_10",4,"Day5",599,"E3HN_M","C","MWM_150","6/25/21",24,3.168,0.132,10.3,0.91,0.089,2.4,0.629,0.266,0,0,NA,7.3,1.553,0.213,3.092,19.9,0.5,0.095,0.204,"HFD","APOE33HN","Male","","XI","13","In House","211001-12","HFD","210614_10","APOE33HN","male",210614,"6/14/21",11,"6/19/20","46.4","10/5/17",15.77,16,"1.333333333","","211001-12:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"21","210614-10_Probe_D5_T1_positions.csv",20.9645452844642,210614,"210614_10",1,"e_D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","210614-10_Probe_D8_T1_positions.csv",19.6749875139899,210614,"210614_10",1,"e_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","210614-11_Day1_T1_positions.csv",26.5720293407899,210614,"210614_11",1,"Day1",11,"E3HN_M","C","MWM_150","6/21/21",60,8.61,0.143,0,0,NA,1.2,0.232,0.198,10.8,1.051,0.097,48,7.326,0.153,NA,NA,46.4,6.473,0.139,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"24","210614-11_Day1_T2_positions.csv",22.0686572616772,210614,"210614_11",2,"Day1",42,"E3HN_M","C","MWM_150","6/21/21",60,9.297,0.155,19.7,3.483,0.177,0.9,0.13,0.145,32.8,4.914,0.15,6.6,0.77,0.116,NA,NA,22,3.325,0.151,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"25","210614-11_Day1_T3_positions.csv",22.4943741038905,210614,"210614_11",3,"Day1",73,"E3HN_M","C","MWM_150","6/21/21",60,9.822,0.164,14,2.241,0.16,20.4,3.088,0.151,12.9,3.191,0.247,12.7,1.302,0.103,NA,NA,25.9,3.716,0.143,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"26","210614-11_Day1_T4_positions.csv",21.1548037398243,210614,"210614_11",4,"Day1",104,"E3HN_M","C","MWM_150","6/21/21",60,10.082,0.168,10.4,1.834,0.176,12.8,1.981,0.155,16.7,3.317,0.199,20.1,2.95,0.147,NA,NA,36.4,5.572,0.153,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"27","210614-11_Day2_T1_positions.csv",18.9981564157847,210614,"210614_11",1,"Day2",135,"E3HN_M","C","MWM_150","6/22/21",60,9.928,0.165,11.4,1.733,0.152,15.8,2.865,0.181,10.7,2.153,0.201,22,3.177,0.144,NA,NA,35.3,5.443,0.154,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"28","210614-11_Day2_T2_positions.csv",15.8696201132119,210614,"210614_11",2,"Day2",166,"E3HN_M","C","MWM_150","6/22/21",60,9.927,0.165,11.9,2.109,0.178,5.1,1.097,0.217,15,3.254,0.217,28.1,3.466,0.124,NA,NA,29.6,4.747,0.16,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"29","210614-11_Day2_T3_positions.csv",21.2580629390602,210614,"210614_11",3,"Day2",197,"E3HN_M","C","MWM_150","6/22/21",60,8.68,0.145,21.7,3.256,0.15,14.7,1.941,0.132,10.6,1.597,0.151,13,1.885,0.145,NA,NA,44.4,5.989,0.135,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"30","210614-11_Day2_T4_positions.csv",23.5858641964338,210614,"210614_11",4,"Day2",228,"E3HN_M","C","MWM_150","6/22/21",60,8.204,0.137,13.6,2.261,0.167,30.3,3.267,0.108,8.4,1.265,0.15,7.7,1.411,0.183,NA,NA,41.6,4.903,0.118,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"31","210614-11_Day3_T1_positions.csv",14.2062327009412,210614,"210614_11",1,"Day3",259,"E3HN_M","C","MWM_150","6/23/21",60,10.308,0.172,9.7,2.117,0.218,14.5,1.668,0.115,19.1,3.769,0.198,16.7,2.754,0.165,NA,NA,34.3,7.316,0.213,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"32","210614-11_Day3_T2_positions.csv",7.62852691012244,210614,"210614_11",2,"Day3",290,"E3HN_M","C","MWM_150","6/23/21",16.4,1.653,0.101,9.8,1.155,0.118,0.1,0.045,0.337,0,0,NA,2.4,0.318,0.133,1.518,12.3,0,0,NA,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"33","210614-11_Day3_T3_positions.csv",22.4468926721021,210614,"210614_11",3,"Day3",321,"E3HN_M","C","MWM_150","6/23/21",53.5,8.229,0.154,3,0.349,0.118,2.9,0.498,0.172,19,3.012,0.159,25,3.988,0.159,7.656,49.4,24.5,3.383,0.138,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"34","210614-11_Day3_T4_positions.csv",8.76303783520189,210614,"210614_11",4,"Day3",352,"E3HN_M","C","MWM_150","6/23/21",36.4,6.762,0.186,15.4,3.1,0.202,0,0,NA,12.5,2.709,0.216,4.5,0.838,0.186,6.648,32.4,14.7,3.021,0.205,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"35","210614-11_Day4_T1_positions.csv",14.7187072831934,210614,"210614_11",1,"Day4",383,"E3HN_M","C","MWM_150","6/24/21",44.3,7.932,0.179,7,1.367,0.196,1,0.31,0.321,23.7,3.97,0.168,12.1,2.204,0.182,7.325,40.2,17.7,2.198,0.124,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"36","210614-11_Day4_T2_positions.csv",14.1462921752586,210614,"210614_11",2,"Day4",414,"E3HN_M","C","MWM_150","6/24/21",42.5,6.395,0.15,5.6,1.15,0.204,23,3.143,0.136,4.5,1.049,0.233,5.2,0.965,0.184,6.308,38.4,12.2,2.566,0.21,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"37","210614-11_Day4_T3_positions.csv",15.6914844156602,210614,"210614_11",3,"Day4",445,"E3HN_M","C","MWM_150","6/24/21",28.8,3.089,0.107,10.5,0.573,0.054,0,0,NA,8.3,1.386,0.168,5.9,1,0.17,2.96,24.7,6,0.138,0.023,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"38","210614-11_Day4_T4_positions.csv",14.7984045861926,210614,"210614_11",4,"Day4",476,"E3HN_M","C","MWM_150","6/24/21",41.3,6.946,0.168,4.7,0.981,0.209,10.5,2.375,0.226,3.1,0.737,0.238,18.9,2.775,0.146,6.868,37.2,0.9,0.082,0.091,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"39","210614-11_Day5_T1_positions.csv",2.58315944887358,210614,"210614_11",1,"Day5",507,"E3HN_M","C","MWM_150","6/25/21",4.9,0.198,0.04,0,0,NA,0,0,NA,0,0,NA,0.8,0.038,0.046,0.038,0.8,0,0,NA,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"40","210614-11_Day5_T2_positions.csv",15.4725106102155,210614,"210614_11",2,"Day5",538,"E3HN_M","C","MWM_150","6/25/21",59.5,12.516,0.21,10.9,2.335,0.215,2.9,0.747,0.255,29,5.897,0.203,15.3,3.401,0.222,12.054,55.4,16.2,3.372,0.209,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"41","210614-11_Day5_T3_positions.csv",5.15665101048551,210614,"210614_11",3,"Day5",569,"E3HN_M","C","MWM_150","6/25/21",18.4,2.825,0.153,3.5,0.668,0.191,6.1,1.146,0.188,2,0.368,0.184,2.8,0.55,0.196,2.732,14.4,0,0,NA,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"42","210614-11_Day5_T4_positions.csv",10.8153601619928,210614,"210614_11",4,"Day5",600,"E3HN_M","C","MWM_150","6/25/21",24.9,2.394,0.096,16.9,1.436,0.085,0,0,NA,2.5,0.57,0.225,1.4,0.346,0.247,2.352,20.9,8.8,0.371,0.042,"HFD","APOE33HN","Male","","XI","14","In House","211001-13","HFD","210614_11","APOE33HN","male",210614,"6/14/21",11,"6/19/20","45.2","10/5/17",15.77,16,"1.333333333","","211001-13:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"43","210614-11_Probe_D5_T1_positions.csv",22.4722275261659,210614,"210614_11",1,"e_D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","210614-11_Probe_D8_T1_positions.csv",15.2146105183776,210614,"210614_11",1,"e_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","210614-12_Day1_T1_positions.csv",24.9175069946596,210614,"210614_12",1,"Day1",12,"E3HN_M","C","MWM_150","6/21/21",46.1,5.674,0.123,0,0,NA,0,0,NA,7.5,0.668,0.089,34.5,4.878,0.141,5.545,42,17.7,2.388,0.135,"HFD","APOE33HN","Male","","XI","15","In House","211001-14","HFD","210614_12","APOE33HN","male",210614,"6/14/21",11,"6/19/20","47.1","10/5/17",15.77,16,"1.333333333","","211001-14:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"46","210614-12_Day1_T2_positions.csv",21.2063313533214,210614,"210614_12",2,"Day1",43,"E3HN_M","C","MWM_150","6/21/21",60,8.804,0.147,10.4,1.028,0.099,27.1,3.822,0.141,13.3,2.405,0.181,9.1,1.549,0.17,NA,NA,31.8,4.698,0.148,"HFD","APOE33HN","Male","","XI","15","In House","211001-14","HFD","210614_12","APOE33HN","male",210614,"6/14/21",11,"6/19/20","47.1","10/5/17",15.77,16,"1.333333333","","211001-14:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"47","210614-12_Day1_T3_positions.csv",17.3319817614328,210614,"210614_12",3,"Day1",74,"E3HN_M","C","MWM_150","6/21/21",60,11.555,0.193,15,2.668,0.178,15.2,2.803,0.185,13.3,3.501,0.264,16.6,2.582,0.156,NA,NA,28.3,4.743,0.168,"HFD","APOE33HN","Male","","XI","15","In House","211001-14","HFD","210614_12","APOE33HN","male",210614,"6/14/21",11,"6/19/20","47.1","10/5/17",15.77,16,"1.333333333","","211001-14:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"48","210614-12_Day1_T4_positions.csv",8.20203731357766,210614,"210614_12",4,"Day1",105,"E3HN_M","C","MWM_150","6/21/21",17.2,1.708,0.099,0,0,NA,0,0,NA,11.4,1.225,0.107,1.8,0.365,0.207,1.591,13.2,3.8,0.295,0.078,"HFD","APOE33HN","Male","","XI","15","In House","211001-14","HFD","210614_12","APOE33HN","male",210614,"6/14/21",11,"6/19/20","47.1","10/5/17",15.77,16,"1.333333333","","211001-14:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"49","210614-12_Day2_T1_positions.csv",4.28424607138121,210614,"210614_12",1,"Day2",136,"E3HN_M","C","MWM_150","6/22/21",8.4,0.961,0.114,2,0.31,0.154,0,0,NA,0.5,0.099,0.213,1.9,0.426,0.221,0.835,4.4,0,0,NA,"HFD","APOE33HN","Male","","XI","15","In House","211001-14","HFD","210614_12","APOE33HN","male",210614,"6/14/21",11,"6/19/20","47.1","10/5/17",15.77,16,"1.333333333","","211001-14:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
"50","210614-12_Day2_T2_positions.csv",19.5800947473817,210614,"210614_12",2,"Day2",167,"E3HN_M","C","MWM_150","6/22/21",60,10.853,0.181,8.9,1.709,0.192,4.7,1.067,0.229,35.1,6.172,0.176,11.3,1.905,0.169,NA,NA,38.9,6.811,0.175,"HFD","APOE33HN","Male","","XI","15","In House","211001-14","HFD","210614_12","APOE33HN","male",210614,"6/14/21",11,"6/19/20","47.1","10/5/17",15.77,16,"1.333333333","","211001-14:1","","","","","","15.77","HFD",11.96666667,"",60,"12 months"
